RECTYPE,LEA,URN,SCHNAME,PCODE,TPUP,KS2APS,TPRIORLO,TPRIORAV,TPRIORHI,TFSMCLA,PTFSMCLA,TNOTFSMCLA,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ,PT24ENGPRGLO_PTQ,PT24ENGPRGAV_PTQ,PT24ENGPRGHI_PTQ,PT24MATHPRGLO_PTQ,PT24MATHPRGAV_PTQ,PT24MATHPRGHI_PTQ,PTAC5EM_PTQ,PTAC5EMLO_PTQ,PTAC5EMAV_PTQ,PTAC5EMHI_PTQ,TEBACC_E_PTQ,PTEBACC_PTQ,PTEBACENG_PTQ,PTEBACMAT_PTQ,B8VAMEA_PTQ,B8VAMEA_LO_PTQ,B8VAMEA_AV_PTQ,B8VAMEA_HI_PTQ,TAC5EMFSM_PTQ,PTAC5EMFSM_PTQ,TAC5EMNFSM_PTQ,PTAC5EMNFSM_PTQ,TEBACC_ELO_PTQ,TEBACC_EAV_PTQ,TEBACC_EHI_PTQ,PTEBACC_EFSM_PTQ,PTEBACC_ENFSM_PTQ,PTEBACCLO_PTQ,PTEBACCAV_PTQ,PTEBACCHI_PTQ,PTEBACC_FSM_PTQ,PTEBACC_NFSM_PTQ,B8VAMEA_FSM_PTQ,B8VAMEA_NFSM_PTQ,TTAPSPEPP_PTQ,TrustSchoolFlag (name),Trusts (name),TypeOfEstablishment (name),LEA_NAME,REGION,PTAC5EM_PTQ_weighted,PTAC5EMFSM_PTQ_weighted,PTAC5EMNFSM_PTQ_weighted,PTAC5EMLO_PTQ_weighted,PTAC5EMAV_PTQ_weighted,PTAC5EMHI_PTQ_weighted,PTEBACMAT_PTQ_weighted,PTEBACENG_PTQ_weighted,PTEBACC_PTQ_weighted,PTEBACC_FSM_PTQ_weighted,PTEBACC_NFSM_PTQ_weighted,PTEBACCLO_PTQ_weighted,PTEBACCAV_PTQ_weighted,PTEBACCHI_PTQ_weighted,PT24ENGPRG_PTQ_weighted,PT24ENGPRGLO_PTQ_weighted,PT24ENGPRGAV_PTQ_weighted,PT24ENGPRGHI_PTQ_weighted,PT24MATHPRG_PTQ_weighted,PT24MATHPRGLO_PTQ_weighted,PT24MATHPRGAV_PTQ_weighted,PT24MATHPRGHI_PTQ_weighted,B8VAMEA_PTQ_weighted,B8VAMEA_FSM_PTQ_weighted,B8VAMEA_NFSM_PTQ_weighted,B8VAMEA_LO_PTQ_weighted,B8VAMEA_AV_PTQ_weighted,B8VAMEA_HI_PTQ_weighted,KS2APS_weighted,PTFSMCLA_weighted,TTAPSPEPP_PTQ_weighted,EstablishmentGroup
SCH,933.0,136193.0,The Taunton Academy,TA2 7QP,136.0,26.4,32.0,71.0,28.0,49.0,36.0,87.0,59.0,57.0,31.0,61.0,86.0,19.0,59.0,93.0,40.0,3.0,37.0,96.0,47.0,14.0,51.0,54.0,971.1,931.7,975.1,1006.0,6.0,12.0,48.0,55.0,1.0,19.0,27.0,6.0,51.0,0.0,4.0,57.0,0.0,22.0,924.9,997.8,34.7,Linked to a multi-academy trust,Richard Huish Trust,Academy Sponsor Led,Somerset,South West,54.0,6.0,48.0,0.96,26.27,26.88,73.44,69.36,6.580000000000001,0.0,9.7614,0.0,0.76,15.390000000000002,80.24,9.92,43.31,24.08,77.52000000000001,6.08,41.89,26.040000000000003,132069.6,45320.1,86808.59999999999,29814.4,69232.1,28168.0,3590.3999999999996,49.0,4719.200000000001,Academies
SCH,933.0,123893.0,Wadham School,TA18 7NT,199.0,26.9,40.0,103.0,51.0,35.0,18.0,164.0,69.0,77.0,28.0,72.0,96.0,25.0,87.0,98.0,53.0,3.0,52.0,98.0,55.0,17.0,62.0,70.0,997.2,949.6,1012.2,1004.2,11.0,31.0,95.0,58.0,0.0,18.0,37.0,17.0,30.0,0.0,8.0,51.0,6.0,20.0,964.5,1004.1,37.3,Not applicable,,Voluntary Controlled School,Somerset,South West,106.0,11.0,95.0,1.2,53.56,49.98,139.3,123.38,9.350000000000001,0.357,9.84,0.0,1.44,18.87,137.31,11.200000000000001,74.16,48.96,153.23,10.0,89.61,49.98,198442.80000000002,33757.5,164672.4,37984.0,104256.6,51214.200000000004,5353.099999999999,35.0,7422.7,LA maintained schools
SCH,933.0,136791.0,The West Somerset Community College,TA24 6AY,266.0,27.2,55.0,142.0,66.0,89.0,33.0,177.0,52.0,40.0,35.0,49.0,74.0,9.0,33.0,82.0,36.0,0.0,25.0,88.0,81.0,15.0,49.0,44.0,972.3,998.5,963.0,970.7,19.0,21.0,76.0,43.0,0.0,33.0,47.0,15.0,38.0,0.0,5.0,48.0,3.0,21.0,953.1,982.0,37.3,Linked to a trust/single academy trust,"West Somerset Community College, The",Academy Converter,Somerset,South West,95.0,19.0,76.0,0.0,35.5,58.08,117.04,130.34,12.15,0.40049999999999997,14.124600000000001,0.0,1.6500000000000001,22.56,138.32,19.250000000000004,69.58,48.839999999999996,106.4,4.95,46.86,54.120000000000005,258631.8,84825.90000000001,173814.0,54917.5,136746.0,64066.200000000004,7235.2,89.0,9921.8,Academies
SCH,933.0,137203.0,Westfield Community School,BA21 3EP,156.0,27.5,29.0,72.0,45.0,35.0,22.0,121.0,80.0,71.0,62.0,82.0,89.0,62.0,64.0,87.0,57.0,3.0,56.0,93.0,38.0,14.0,76.0,67.0,986.7,1012.7,982.3,977.1,10.0,29.0,79.0,65.0,0.0,13.0,23.0,9.0,29.0,0.0,4.0,40.0,0.0,18.0,962.0,994.2,37.9,Linked to a trust/single academy trust,Westfield Academy Trust,Academy Converter,Somerset,South West,89.0,10.0,79.0,0.87,40.32000000000001,41.85,104.52000000000001,118.56,5.32,0.0,6.316199999999999,0.0,0.52,9.200000000000001,124.80000000000001,17.98,59.040000000000006,40.05,110.75999999999999,17.98,46.08,39.15,153925.2,33670.0,120298.20000000001,29368.300000000003,70725.59999999999,43969.5,4290.0,35.0,5912.4,Academies
SCH,933.0,137192.0,Whitstone,BA4 5PF,116.0,27.0,18.0,64.0,31.0,17.0,15.0,99.0,61.0,70.0,44.0,59.0,71.0,39.0,80.0,68.0,49.0,6.0,36.0,97.0,54.0,14.0,65.0,72.0,984.3,993.2,986.4,974.9,3.0,18.0,54.0,55.0,1.0,24.0,27.0,18.0,52.0,0.0,3.0,42.0,6.0,15.0,949.5,990.1,37.5,Linked to a trust/single academy trust,Whitstone School Academy Trust,Academy Converter,Somerset,South West,57.0,3.0,54.0,1.08,23.04,30.07,83.52,75.4,7.5600000000000005,0.18359999999999999,7.722,0.0,0.72,11.34,70.76,7.92,37.76,22.009999999999998,81.2,7.0200000000000005,51.2,21.080000000000002,114178.79999999999,16141.5,98019.90000000001,17877.600000000002,63129.6,30221.899999999998,3132.0,17.0,4350.0,Academies
LA,933.0,,,,5400.0,27.6,864.0,2693.0,1642.0,1023.0,18.9,4377.0,69.9,62.9,46.2,68.3,84.6,21.2,61.9,86.1,53.9,3.6,46.4,93.4,1908.0,21.2,67.7,64.6,,,,,284.0,27.8,2624.0,59.9,28.0,746.0,1074.0,16.3,39.8,0.1,9.6,52.1,7.0,24.5,,,39.0,,,,Somerset,South West,2908.0,284.0,2624.0,31.104000000000003,1249.552,1533.6280000000002,3488.3999999999996,3655.8,404.496,11.67243,426.80126999999993,0.028,71.616,559.554,3774.6000000000004,399.168,1839.3189999999997,1389.132,3396.6,183.168,1666.967,1413.762,,,,,,,149040.0,1023.0,210600.0,
SCH,935.0,124819.0,Alde Valley School,IP16 4BG,166.0,26.4,32.0,95.0,30.0,29.0,17.0,137.0,73.0,50.0,47.0,79.0,87.0,9.0,51.0,93.0,43.0,3.0,42.0,97.0,46.0,15.0,64.0,49.0,992.5,955.6,998.1,1014.1,6.0,21.0,65.0,47.0,1.0,24.0,20.0,17.0,30.0,0.0,12.0,43.0,3.0,18.0,950.9,1001.9,36.4,Not applicable,,Community School,Suffolk,Eastern England,71.0,6.0,65.0,0.96,39.9,29.099999999999998,81.34,106.24000000000001,6.8999999999999995,0.1479,7.398,0.0,2.88,8.6,121.17999999999999,15.040000000000001,75.05,26.1,83.0,2.88,48.45,27.900000000000002,164755.0,27576.1,137260.3,30579.2,94819.5,30423.0,4382.4,29.0,6042.4,LA maintained schools
SCH,935.0,138274.0,Beccles Free School,NR33 8DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,"Seckford Foundation Free Schools Trust, The",Free Schools,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,935.0,124851.0,The Benjamin Britten High School,NR32 4PZ,208.0,27.4,34.0,107.0,59.0,48.0,23.0,160.0,41.0,55.0,26.0,36.0,61.0,12.0,54.0,81.0,37.0,0.0,25.0,81.0,57.0,11.0,43.0,62.0,973.7,962.8,976.7,974.7,5.0,10.0,71.0,44.0,1.0,22.0,33.0,15.0,31.0,0.0,4.0,32.0,2.0,14.0,950.3,980.8,35.3,Not applicable,,Community School,Suffolk,Eastern England,76.0,5.0,71.0,0.0,26.75,47.790000000000006,128.96,89.44,6.2700000000000005,0.144,6.944000000000001,0.0,0.88,10.56,85.28,8.84,38.519999999999996,35.99,114.4,4.08,57.78,47.790000000000006,202529.6,45614.399999999994,156928.0,32735.199999999997,104506.90000000001,57507.3,5699.2,48.0,7342.4,LA maintained schools
SCH,935.0,136998.0,Bungay High School,NR35 1RW,257.0,26.6,64.0,124.0,57.0,46.0,18.0,211.0,63.0,64.0,38.0,65.0,86.0,33.0,67.0,88.0,47.0,2.0,48.0,98.0,61.0,16.0,55.0,60.0,1002.8,980.4,1008.3,1015.9,9.0,20.0,113.0,54.0,0.0,26.0,33.0,7.0,27.0,0.0,8.0,51.0,4.0,18.0,950.3,1014.6,38.0,Linked to a trust/single academy trust,Bungay High School,Academy Converter,Suffolk,Eastern England,122.0,9.0,113.0,1.28,59.519999999999996,55.86,154.2,141.35000000000002,9.76,0.1288,10.2546,0.0,2.08,16.830000000000002,161.91,24.32,80.60000000000001,49.019999999999996,164.48,21.12,83.08,50.160000000000004,257719.59999999998,43713.799999999996,214080.6,62745.6,125029.2,57906.299999999996,6836.200000000001,46.0,9766.0,Academies
SCH,935.0,136990.0,Bury St Edmunds County Upper School,IP32 6RF,237.0,27.7,41.0,114.0,75.0,34.0,14.0,203.0,87.0,68.0,63.0,89.0,97.0,20.0,72.0,87.0,70.0,5.0,72.0,100.0,139.0,42.0,85.0,70.0,1026.2,1033.7,1030.0,1016.4,11.0,32.0,154.0,76.0,4.0,61.0,68.0,18.0,66.0,0.0,28.0,83.0,15.0,47.0,994.0,1031.6,41.7,Linked to a multi-academy trust,Bury St Edmunds Academy Trust,Academy Converter,Suffolk,Eastern England,165.0,11.0,154.0,2.0500000000000003,82.08,75.0,165.9,201.45,58.379999999999995,0.9179999999999999,62.97060000000001,0.0,17.080000000000002,56.440000000000005,206.19,25.830000000000002,101.46000000000001,72.75,161.16000000000003,8.200000000000001,82.08,65.25,243209.40000000002,33796.0,209414.8,42381.700000000004,117420.0,76230.0,6564.9,34.0,9882.900000000001,Academies
SCH,935.0,138162.0,Castle Manor Academy,CB9 9JE,129.0,25.7,39.0,64.0,20.0,37.0,29.0,92.0,72.0,42.0,56.0,75.0,90.0,8.0,48.0,85.0,36.0,3.0,41.0,95.0,13.0,4.0,64.0,40.0,1024.0,1049.5,1019.4,988.9,14.0,38.0,32.0,35.0,0.0,4.0,9.0,5.0,12.0,0.0,2.0,20.0,0.0,5.0,1006.5,1031.4,37.3,Linked to a multi-academy trust,"Castle Partnership Academy Trust, The",Academy Converter,Suffolk,Eastern England,46.0,14.0,32.0,1.17,26.240000000000002,19.0,51.6,82.56,0.52,0.0,0.5519999999999999,0.0,0.08,1.8,92.88,21.840000000000003,48.0,18.0,54.18,3.12,30.72,17.0,132096.0,37240.5,94888.8,40930.5,65241.6,19778.0,3315.2999999999997,37.0,4811.7,Academies
SCH,935.0,124846.0,Claydon High School,IP6 0EG,113.0,28.3,11.0,60.0,38.0,22.0,19.0,91.0,90.0,78.0,73.0,90.0,95.0,45.0,80.0,84.0,64.0,0.0,62.0,89.0,46.0,21.0,85.0,75.0,1004.4,1020.3,1007.2,995.3,11.0,50.0,61.0,67.0,1.0,19.0,25.0,14.0,47.0,0.0,7.0,50.0,0.0,26.0,1002.0,1004.9,39.9,Not applicable,,Community School,Suffolk,Eastern England,72.0,11.0,61.0,0.0,37.2,33.82,84.75,96.05,9.66,0.0,11.1202,0.0,1.33,12.5,101.7,8.03,54.0,36.1,88.14,4.95,48.0,31.919999999999998,113497.2,22044.0,91445.9,11223.3,60432.0,37821.4,3197.9,22.0,4508.7,LA maintained schools
SCH,935.0,136827.0,Copleston High School,IP4 5HD,289.0,27.9,37.0,152.0,88.0,49.0,17.0,240.0,62.0,62.0,54.0,60.0,69.0,16.0,64.0,77.0,53.0,3.0,46.0,89.0,114.0,28.0,65.0,69.0,1001.2,1008.8,1004.0,993.1,15.0,31.0,139.0,58.0,0.0,51.0,59.0,22.0,43.0,0.0,16.0,61.0,10.0,31.0,972.4,1006.9,38.4,Linked to a trust/single academy trust,Copleston High School,Academy Converter,Suffolk,Eastern England,154.0,15.0,139.0,1.1099999999999999,69.92,78.32000000000001,199.41000000000003,187.85,31.92,1.078,31.992,0.0,8.16,35.99,179.18,19.98,91.2,60.720000000000006,179.18,5.92,97.28,67.76,289346.8,47647.6,241656.0,37325.6,152608.0,87392.8,8063.099999999999,49.0,11097.6,Academies
SCH,935.0,136416.0,Debenham High School,IP14 6BL,128.0,28.8,11.0,57.0,55.0,14.0,11.0,114.0,84.0,76.0,82.0,81.0,87.0,9.0,74.0,89.0,70.0,9.0,60.0,93.0,58.0,39.0,83.0,75.0,1019.5,1011.1,1035.7,1004.3,8.0,57.0,82.0,72.0,0.0,12.0,42.0,21.0,48.0,0.0,18.0,65.0,21.0,41.0,1007.2,1020.9,44.1,Linked to a trust/single academy trust,Debenham High School,Academy Converter,Suffolk,Eastern England,90.0,8.0,82.0,0.99,34.199999999999996,51.150000000000006,96.0,106.24000000000001,22.62,0.6174,22.435200000000002,0.0,2.16,27.3,107.52,9.020000000000001,46.17,47.85,97.28,0.99,42.18,48.95,130496.0,14100.800000000001,116382.59999999999,11122.1,59034.9,55236.5,3686.4,14.0,5644.8,Academies
SCH,935.0,137218.0,East Bergholt High School,CO7 6RJ,183.0,28.8,17.0,95.0,67.0,20.0,11.0,163.0,75.0,70.0,71.0,69.0,84.0,53.0,61.0,88.0,62.0,0.0,49.0,94.0,108.0,37.0,75.0,71.0,1001.6,1059.2,995.2,996.0,7.0,35.0,106.0,65.0,6.0,46.0,54.0,50.0,60.0,0.0,23.0,66.0,15.0,39.0,966.9,1006.0,40.7,Linked to a trust/single academy trust,East Bergholt High School,Academy Converter,Suffolk,Eastern England,113.0,7.0,106.0,0.0,46.55,62.980000000000004,129.93,137.25,39.96,1.5,38.142,0.0,10.58,35.64,137.25,12.07,65.55000000000001,56.28,128.10000000000002,9.01,57.949999999999996,58.96,183292.80000000002,19338.0,163978.0,18006.4,94544.0,66732.0,5270.400000000001,20.0,7448.1,Academies
SCH,935.0,137134.0,East Point Academy,NR33 0UQ,204.0,25.0,74.0,101.0,24.0,62.0,30.0,142.0,73.0,54.0,64.0,77.0,88.0,35.0,61.0,88.0,32.0,3.0,44.0,79.0,0.0,0.0,56.0,46.0,978.8,985.1,975.8,972.1,11.0,18.0,55.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.3,995.9,31.6,Linked to a multi-academy trust,Inspiration Trust,Academy Sponsor Led,Suffolk,Eastern England,66.0,11.0,55.0,2.2199999999999998,44.44,18.96,93.84,114.24000000000001,0.0,0.0,0.0,0.0,0.0,0.0,148.92,47.36,77.77,21.12,110.16000000000001,25.900000000000002,61.61,21.12,199675.19999999998,58236.6,141417.8,72897.40000000001,98555.79999999999,23330.4,5100.0,62.0,6446.400000000001,Academies
SCH,935.0,136834.0,Farlingaye High School,IP12 4JX,286.0,27.5,48.0,155.0,76.0,65.0,23.0,221.0,77.0,82.0,40.0,80.0,93.0,40.0,90.0,93.0,69.0,8.0,75.0,95.0,110.0,31.0,73.0,81.0,1027.8,1017.4,1034.0,1021.8,24.0,37.0,172.0,78.0,1.0,54.0,51.0,20.0,44.0,0.0,25.0,63.0,18.0,34.0,995.5,1037.3,41.2,Linked to a trust/single academy trust,Farlingaye High School,Academy Converter,Suffolk,Eastern England,196.0,24.0,172.0,3.84,116.25,72.2,231.66000000000003,208.78,34.1,2.34,33.0616,0.0,13.5,32.13,220.22,19.200000000000003,124.0,70.68,234.52,19.200000000000003,139.5,70.68,293950.8,64707.5,229243.3,48835.2,160270.0,77656.8,7865.0,65.0,11783.2,Academies
SCH,935.0,137321.0,Felixstowe Academy,IP11 9EF,281.0,26.9,61.0,152.0,62.0,55.0,20.0,226.0,69.0,50.0,49.0,73.0,82.0,13.0,55.0,74.0,44.0,3.0,45.0,85.0,31.0,6.0,64.0,53.0,978.3,958.1,983.6,985.3,9.0,16.0,115.0,51.0,0.0,11.0,18.0,2.0,13.0,0.0,3.0,21.0,2.0,8.0,935.6,989.0,36.3,Linked to a multi-academy trust,Academies Enterprise Trust,Academy Sponsor Led,Suffolk,Eastern England,124.0,9.0,115.0,1.8299999999999998,68.4,52.699999999999996,148.93,179.84,1.8599999999999999,0.022000000000000002,2.3504,0.0,0.32999999999999996,3.78,193.89000000000001,29.89,110.96,50.84,140.5,7.930000000000001,83.60000000000001,45.88,274902.3,51458.0,223514.0,58444.1,149507.2,61088.6,7558.9,55.0,10200.3,Academies
SCH,935.0,136918.0,Hadleigh High School,IP7 5HU,165.0,28.4,22.0,74.0,63.0,20.0,12.0,145.0,78.0,55.0,55.0,78.0,86.0,0.0,49.0,79.0,56.0,0.0,42.0,92.0,70.0,30.0,75.0,59.0,1004.2,975.9,1014.4,1002.0,7.0,35.0,86.0,59.0,1.0,26.0,40.0,20.0,46.0,0.0,14.0,60.0,10.0,33.0,964.8,1009.5,41.3,Linked to a trust/single academy trust,Hadleigh High School,Academy Converter,Suffolk,Eastern England,93.0,7.0,86.0,0.0,31.08,57.96,97.35,123.75,21.0,0.4,22.011000000000003,0.0,3.6400000000000006,24.0,128.70000000000002,12.100000000000001,57.72,54.18,90.75000000000001,0.0,36.26,49.77,165693.0,19296.0,146377.5,21469.8,75065.59999999999,63126.0,4686.0,20.0,6814.499999999999,Academies
SCH,935.0,136271.0,Hartismere School,IP23 7BL,138.0,27.8,26.0,62.0,48.0,17.0,12.0,121.0,79.0,81.0,46.0,84.0,90.0,46.0,82.0,98.0,68.0,4.0,71.0,98.0,59.0,33.0,74.0,81.0,1031.5,1039.0,1040.2,1016.1,6.0,35.0,88.0,73.0,1.0,25.0,32.0,12.0,47.0,0.0,24.0,63.0,6.0,37.0,1012.5,1034.2,41.1,Linked to a trust/single academy trust,Hartismere School,Academy Converter,Suffolk,Eastern England,94.0,6.0,88.0,1.04,44.019999999999996,47.04,111.78,102.12,19.470000000000002,0.1224,21.041900000000002,0.0,6.0,20.16,109.02000000000001,11.96,52.08,43.2,111.78,11.96,50.84,47.04,142347.0,17212.5,125138.20000000001,27014.0,64492.4,48772.8,3836.4,17.0,5671.8,Academies
SCH,935.0,137208.0,Holbrook Academy,IP9 2QX,108.0,28.4,11.0,52.0,43.0,13.0,12.0,95.0,61.0,57.0,18.0,58.0,77.0,0.0,46.0,84.0,54.0,0.0,37.0,91.0,27.0,19.0,69.0,58.0,983.2,938.5,986.6,990.4,4.0,31.0,54.0,57.0,0.0,7.0,20.0,0.0,28.0,0.0,4.0,44.0,0.0,22.0,946.4,988.3,39.2,Linked to a trust/single academy trust,Holbrook Academy,Academy Converter,Suffolk,Eastern England,58.0,4.0,54.0,0.0,19.24,39.13,62.63999999999999,74.52000000000001,5.13,0.0,5.852,0.0,0.28,8.8,65.88,1.98,30.159999999999997,33.11,61.56000000000001,0.0,23.92,36.12,106185.6,12303.199999999999,93888.5,10323.5,51303.200000000004,42587.2,3067.2,13.0,4233.6,Academies
SCH,935.0,138250.0,IES Breckland,IP27 0NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,Sabres Educational Trust,Free Schools,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,935.0,136453.0,Ipswich Academy,IP3 9PZ,149.0,25.0,49.0,74.0,13.0,69.0,46.0,80.0,35.0,30.0,18.0,43.0,54.0,4.0,43.0,46.0,18.0,0.0,23.0,62.0,17.0,2.0,32.0,38.0,935.6,912.5,952.0,929.6,7.0,10.0,20.0,25.0,2.0,6.0,4.0,7.0,15.0,0.0,0.0,8.0,1.0,3.0,916.8,953.4,29.2,Linked to a multi-academy trust,Learning Schools Trust,Academy Sponsor Led,Suffolk,Eastern England,27.0,7.0,20.0,0.0,17.02,8.06,56.62,47.68,0.34,0.0483,0.36,0.0,0.0,0.32,52.150000000000006,8.82,31.82,7.0200000000000005,44.699999999999996,1.96,31.82,5.98,139404.4,63259.2,76272.0,44712.5,70448.0,12084.800000000001,3725.0,69.0,4350.8,Academies
SCH,935.0,140047.0,Ixworth Free School,IP31 2HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,"Seckford Foundation Free Schools Trust, The",Free Schools,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,935.0,136969.0,Kesgrave High School,IP5 2PB,279.0,28.4,28.0,144.0,106.0,25.0,9.0,254.0,63.0,60.0,61.0,58.0,70.0,18.0,50.0,84.0,55.0,0.0,40.0,91.0,70.0,19.0,66.0,64.0,1012.5,1015.9,1018.8,1003.0,7.0,28.0,147.0,58.0,0.0,12.0,58.0,4.0,27.0,0.0,6.0,42.0,4.0,20.0,982.4,1015.5,41.1,Linked to a trust/single academy trust,Kesgrave High School,Academy Converter,Suffolk,Eastern England,154.0,7.0,147.0,0.0,57.6,96.46000000000001,178.56,184.14000000000001,13.3,0.04,13.716000000000001,0.0,0.72,24.36,175.77,17.08,83.52,74.2,167.4,5.04,72.0,89.03999999999999,282487.5,24560.0,257937.0,28445.2,146707.19999999998,106318.0,7923.599999999999,25.0,11466.9,Academies
SCH,935.0,124856.0,King Edward VI Church of England Voluntary Controlled Upper School,IP33 3BH,344.0,27.7,47.0,186.0,100.0,53.0,15.0,291.0,70.0,66.0,51.0,63.0,88.0,26.0,66.0,86.0,55.0,2.0,48.0,94.0,128.0,26.0,65.0,68.0,996.8,968.9,1002.2,999.9,16.0,30.0,174.0,60.0,1.0,48.0,72.0,23.0,40.0,0.0,11.0,63.0,15.0,27.0,956.8,1004.0,39.4,Not applicable,,Voluntary Controlled School,Suffolk,Eastern England,190.0,16.0,174.0,0.9400000000000001,89.28,94.0,233.92000000000002,223.6,33.28,1.8285,31.428000000000004,0.0,5.28,45.36,240.8,23.97,117.18,88.0,227.04000000000002,12.22,122.76,86.0,342899.2,50710.399999999994,292164.0,45538.299999999996,186409.2,99990.0,9528.8,53.0,13553.6,LA maintained schools
SCH,935.0,139867.0,Mildenhall College Academy,IP28 7HT,236.0,26.7,48.0,133.0,41.0,48.0,20.0,188.0,58.0,54.0,44.0,59.0,71.0,19.0,59.0,76.0,42.0,0.0,44.0,85.0,101.0,17.0,53.0,58.0,998.5,1020.2,998.6,973.1,12.0,25.0,88.0,47.0,2.0,57.0,38.0,29.0,46.0,0.0,10.0,63.0,8.0,19.0,982.0,1002.7,36.2,Linked to a multi-academy trust,Academy Transformation Trust,Academy Converter,Suffolk,Eastern England,100.0,12.0,88.0,0.0,58.52,34.85,136.88,125.08000000000001,17.17,1.1136,16.4312,0.0,5.7,23.94,136.88,21.12,78.47,29.11,127.44000000000001,9.120000000000001,78.47,31.16,235646.0,47136.0,188507.6,48969.600000000006,132813.80000000002,39897.1,6301.2,48.0,8543.2,Academies
SCH,935.0,140669.0,Newmarket Academy,CB8 0EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Samuel Ward Academy Trust,Academy Sponsor Led,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,935.0,140669.0,Newmarket Academy,CB8 0EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Samuel Ward Academy Trust,Academy Sponsor Led,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,935.0,124804.0,Newmarket College,CB8 0EB,121.0,26.1,24.0,72.0,16.0,33.0,27.0,88.0,72.0,50.0,46.0,79.0,81.0,8.0,58.0,75.0,45.0,0.0,53.0,81.0,17.0,6.0,69.0,50.0,992.1,973.5,1004.6,963.7,5.0,15.0,50.0,57.0,0.0,9.0,7.0,0.0,19.0,0.0,4.0,19.0,0.0,8.0,944.8,1010.2,36.5,Not applicable,,Community School,Suffolk,Eastern England,55.0,5.0,50.0,0.0,38.160000000000004,12.96,60.5,83.49000000000001,1.02,0.0,1.3376,0.0,0.36,1.33,87.11999999999999,11.040000000000001,56.88,12.96,60.5,1.92,41.76,12.0,120044.1,31178.399999999998,88897.6,23364.0,72331.2,15419.2,3158.1000000000004,33.0,4416.5,LA maintained schools
SCH,935.0,124804.0,Newmarket College,CB8 0EB,121.0,26.1,24.0,72.0,16.0,33.0,27.0,88.0,72.0,50.0,46.0,79.0,81.0,8.0,58.0,75.0,45.0,0.0,53.0,81.0,17.0,6.0,69.0,50.0,992.1,973.5,1004.6,963.7,5.0,15.0,50.0,57.0,0.0,9.0,7.0,0.0,19.0,0.0,4.0,19.0,0.0,8.0,944.8,1010.2,36.5,Not applicable,,Community School,Suffolk,Eastern England,55.0,5.0,50.0,0.0,38.160000000000004,12.96,60.5,83.49000000000001,1.02,0.0,1.3376,0.0,0.36,1.33,87.11999999999999,11.040000000000001,56.88,12.96,60.5,1.92,41.76,12.0,120044.1,31178.399999999998,88897.6,23364.0,72331.2,15419.2,3158.1000000000004,33.0,4416.5,LA maintained schools
SCH,935.0,124840.0,Northgate High School,IP4 3DL,224.0,27.7,33.0,116.0,70.0,41.0,18.0,183.0,75.0,70.0,52.0,70.0,93.0,33.0,69.0,89.0,59.0,3.0,53.0,96.0,129.0,33.0,70.0,69.0,1020.3,1013.2,1025.2,1015.5,15.0,37.0,118.0,64.0,4.0,63.0,60.0,41.0,61.0,3.0,18.0,71.0,10.0,38.0,985.2,1028.4,41.2,Not applicable,,Community School,Suffolk,Eastern England,133.0,15.0,118.0,0.99,61.480000000000004,67.2,154.56,156.8,42.57,1.6810000000000003,42.419399999999996,0.12,11.34,42.599999999999994,168.0,17.16,81.2,65.10000000000001,156.8,10.89,80.04,62.300000000000004,228547.19999999998,40393.200000000004,188197.2,33435.6,118923.20000000001,71085.0,6204.8,41.0,9228.800000000001,LA maintained schools
