RECTYPE,LEA,URN,SCHNAME,PCODE,TPUP,KS2APS,TPRIORLO,TPRIORAV,TPRIORHI,TFSMCLA,PTFSMCLA,TNOTFSMCLA,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ,PT24ENGPRGLO_PTQ,PT24ENGPRGAV_PTQ,PT24ENGPRGHI_PTQ,PT24MATHPRGLO_PTQ,PT24MATHPRGAV_PTQ,PT24MATHPRGHI_PTQ,PTAC5EM_PTQ,PTAC5EMLO_PTQ,PTAC5EMAV_PTQ,PTAC5EMHI_PTQ,TEBACC_E_PTQ,PTEBACC_PTQ,PTEBACENG_PTQ,PTEBACMAT_PTQ,B8VAMEA_PTQ,B8VAMEA_LO_PTQ,B8VAMEA_AV_PTQ,B8VAMEA_HI_PTQ,TAC5EMFSM_PTQ,PTAC5EMFSM_PTQ,TAC5EMNFSM_PTQ,PTAC5EMNFSM_PTQ,TEBACC_ELO_PTQ,TEBACC_EAV_PTQ,TEBACC_EHI_PTQ,PTEBACC_EFSM_PTQ,PTEBACC_ENFSM_PTQ,PTEBACCLO_PTQ,PTEBACCAV_PTQ,PTEBACCHI_PTQ,PTEBACC_FSM_PTQ,PTEBACC_NFSM_PTQ,B8VAMEA_FSM_PTQ,B8VAMEA_NFSM_PTQ,TTAPSPEPP_PTQ,TrustSchoolFlag (name),Trusts (name),TypeOfEstablishment (name),LEA_NAME,REGION,PTAC5EM_PTQ_weighted,PTAC5EMFSM_PTQ_weighted,PTAC5EMNFSM_PTQ_weighted,PTAC5EMLO_PTQ_weighted,PTAC5EMAV_PTQ_weighted,PTAC5EMHI_PTQ_weighted,PTEBACMAT_PTQ_weighted,PTEBACENG_PTQ_weighted,PTEBACC_PTQ_weighted,PTEBACC_FSM_PTQ_weighted,PTEBACC_NFSM_PTQ_weighted,PTEBACCLO_PTQ_weighted,PTEBACCAV_PTQ_weighted,PTEBACCHI_PTQ_weighted,PT24ENGPRG_PTQ_weighted,PT24ENGPRGLO_PTQ_weighted,PT24ENGPRGAV_PTQ_weighted,PT24ENGPRGHI_PTQ_weighted,PT24MATHPRG_PTQ_weighted,PT24MATHPRGLO_PTQ_weighted,PT24MATHPRGAV_PTQ_weighted,PT24MATHPRGHI_PTQ_weighted,B8VAMEA_PTQ_weighted,B8VAMEA_FSM_PTQ_weighted,B8VAMEA_NFSM_PTQ_weighted,B8VAMEA_LO_PTQ_weighted,B8VAMEA_AV_PTQ_weighted,B8VAMEA_HI_PTQ_weighted,KS2APS_weighted,PTFSMCLA_weighted,TTAPSPEPP_PTQ_weighted,EstablishmentGroup
SCH,203.0,105135.0,St Paul's Academy,SE2 9PX,157.0,27.1,27.0,94.0,33.0,65.0,41.0,92.0,83.0,63.0,81.0,80.0,94.0,22.0,69.0,79.0,62.0,7.0,66.0,94.0,70.0,20.0,73.0,71.0,1005.4,1001.7,1005.7,1007.5,32.0,49.0,65.0,71.0,0.0,42.0,28.0,32.0,53.0,0.0,16.0,52.0,15.0,24.0,972.9,1027.3,39.8,Linked to a trust/single academy trust,St Paul's Academy Limited,Academy Sponsor Led,Greenwich,London,97.0,32.0,65.0,1.8900000000000001,62.040000000000006,31.020000000000003,111.47,114.61,14.0,3.12,11.7024,0.0,6.72,14.56,130.31,21.87,75.2,31.020000000000003,98.91,5.94,64.86,26.07,157847.8,63238.5,94511.59999999999,27045.9,94535.8,33247.5,4254.7,65.0,6248.599999999999,Academies
SCH,203.0,100196.0,St Thomas More Roman Catholic Comprehensive School,SE9 2SU,121.0,29.0,8.0,62.0,51.0,16.0,13.0,105.0,92.0,90.0,75.0,90.0,96.0,63.0,92.0,92.0,83.0,13.0,81.0,98.0,84.0,45.0,90.0,90.0,1036.9,1050.1,1050.4,1018.4,11.0,69.0,90.0,86.0,1.0,36.0,47.0,50.0,72.0,0.0,23.0,80.0,31.0,48.0,1025.9,1038.6,44.4,Not applicable,,Voluntary Aided School,Greenwich,London,101.0,11.0,90.0,1.04,50.220000000000006,49.98,108.9,108.9,37.800000000000004,2.48,36.288,0.0,8.280000000000001,37.6,111.32000000000001,6.0,55.800000000000004,48.96,108.9,5.04,57.04,46.92,125464.90000000001,16414.4,109052.99999999999,8400.8,65124.8,51938.4,3509.0,16.0,5372.4,LA maintained schools
SCH,203.0,100193.0,St Ursula's Convent School,SE10 8HN,111.0,28.7,11.0,59.0,40.0,30.0,27.0,81.0,95.0,96.0,91.0,93.0,100.0,82.0,97.0,100.0,86.0,27.0,88.0,100.0,84.0,65.0,94.0,90.0,1063.8,1126.6,1065.3,1044.3,24.0,80.0,72.0,89.0,3.0,42.0,38.0,67.0,79.0,18.0,56.0,90.0,47.0,72.0,1057.6,1066.1,46.8,Not applicable,,Voluntary Aided School,Greenwich,London,96.0,24.0,72.0,2.97,51.92,40.0,99.9,104.34,54.6,9.447000000000001,46.0728,0.54,23.520000000000003,34.2,105.45,10.01,54.870000000000005,40.0,106.56,9.020000000000001,57.23,40.0,118081.79999999999,31727.999999999996,86354.09999999999,12392.599999999999,62852.7,41772.0,3185.7,30.0,5194.799999999999,LA maintained schools
SCH,203.0,100190.0,Thomas Tallis School,SE3 9PX,234.0,27.1,44.0,119.0,65.0,95.0,41.0,139.0,79.0,53.0,49.0,84.0,91.0,30.0,47.0,77.0,53.0,2.0,47.0,95.0,79.0,21.0,74.0,57.0,1020.8,1019.3,1025.7,1013.0,40.0,42.0,83.0,60.0,1.0,35.0,41.0,26.0,39.0,0.0,13.0,51.0,19.0,22.0,1018.6,1022.3,40.1,Not applicable,,Community School,Greenwich,London,123.0,40.0,83.0,0.88,55.93000000000001,61.75000000000001,133.38000000000002,173.16,16.59,4.693,11.9262,0.0,4.55,20.91,184.86,21.56,99.96,59.15,124.02000000000001,13.2,55.93000000000001,50.050000000000004,238867.19999999998,96767.0,142099.69999999998,44849.2,122058.3,65845.0,6341.400000000001,95.0,9383.4,LA maintained schools
SCH,203.0,139786.0,"University Technical College, Royal Borough of Greenwich",SE7 8LJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,"University Technical College, Royal Borough of Greenwich, The",University Technical College,Greenwich,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,203.0,100187.0,Woolwich Polytechnic School for Boys,SE28 8AT,222.0,26.0,50.0,111.0,27.0,165.0,74.0,57.0,88.0,80.0,78.0,91.0,85.0,63.0,86.0,74.0,69.0,24.0,84.0,93.0,127.0,35.0,81.0,79.0,1038.1,1062.2,1036.3,1000.7,106.0,64.0,48.0,84.0,7.0,80.0,24.0,56.0,60.0,6.0,41.0,70.0,35.0,35.0,1038.2,1037.6,40.1,Not applicable,,Community School,Greenwich,London,154.0,106.0,48.0,12.0,93.24,25.110000000000003,175.38,179.82000000000002,44.45,32.34,11.969999999999999,0.42,32.800000000000004,16.8,195.36,39.0,101.01,22.95,177.60000000000002,31.5,95.46,19.98,230458.19999999998,171303.0,59143.2,53110.0,115029.29999999999,27018.9,5772.0,165.0,8902.2,LA maintained schools
LA,203.0,,,,2146.0,26.8,395.0,1097.0,488.0,1086.0,50.6,1060.0,80.3,66.6,63.6,81.7,90.0,43.0,67.5,80.5,59.6,14.9,61.1,93.4,893.0,25.8,74.8,66.9,,,,,546.0,50.3,734.0,69.2,31.0,458.0,352.0,34.1,49.3,2.5,20.8,58.4,19.5,32.3,,,39.6,,,,Greenwich,London,1280.0,546.0,734.0,58.855,670.2669999999999,455.79200000000003,1435.674,1605.208,230.394,72.21357,168.79334,0.775,95.26400000000001,205.56799999999998,1723.2379999999998,251.22,896.249,439.2,1429.2359999999999,169.85,740.475,392.84000000000003,,,,,,,57512.8,1086.0,84981.6,
SCH,204.0,131609.0,The Bridge Academy,E2 8BA,174.0,26.7,34.0,102.0,33.0,118.0,68.0,56.0,72.0,65.0,59.0,69.0,94.0,50.0,61.0,94.0,48.0,3.0,47.0,100.0,68.0,30.0,60.0,64.0,993.7,983.8,986.5,1026.4,45.0,38.0,39.0,70.0,1.0,35.0,30.0,30.0,59.0,0.0,22.0,91.0,24.0,45.0,984.2,1014.6,40.1,Linked to a trust/single academy trust,"Bridge Academy, Hackney, The",Academy Sponsor Led,Hackney,London,84.0,45.0,39.0,1.02,47.940000000000005,33.0,111.36,104.39999999999999,20.4,8.495999999999999,14.868,0.0,7.7,27.3,125.28,20.06,70.38000000000001,31.020000000000003,113.10000000000001,17.0,62.22,31.020000000000003,172903.80000000002,116135.6,56817.6,33449.2,100623.0,33871.200000000004,4645.8,118.0,6977.400000000001,Academies
SCH,204.0,100285.0,Cardinal Pole Roman Catholic School,E9 6LG,164.0,26.4,35.0,82.0,31.0,91.0,55.0,73.0,65.0,79.0,49.0,71.0,74.0,63.0,83.0,90.0,55.0,17.0,62.0,90.0,42.0,15.0,60.0,75.0,1028.0,1031.2,1031.3,1015.9,51.0,56.0,40.0,55.0,3.0,19.0,18.0,26.0,25.0,0.0,11.0,48.0,15.0,15.0,1023.1,1034.9,39.4,Not applicable,,Voluntary Aided School,Hackney,London,91.0,51.0,40.0,5.95,50.839999999999996,27.900000000000002,123.0,98.39999999999999,6.3,3.549,2.7375,0.0,2.09,8.64,106.60000000000001,17.15,58.22,22.94,129.56,22.05,68.06,27.900000000000002,168592.0,93102.1,75547.70000000001,36092.0,84566.59999999999,31492.899999999998,4329.599999999999,91.0,6461.599999999999,LA maintained schools
SCH,204.0,135835.0,"The City Academy, Hackney",E9 6EA,174.0,26.7,34.0,108.0,31.0,105.0,60.0,69.0,97.0,92.0,88.0,98.0,100.0,82.0,94.0,94.0,81.0,35.0,90.0,100.0,157.0,65.0,92.0,84.0,1081.3,1111.1,1080.5,1051.4,80.0,76.0,61.0,88.0,20.0,105.0,31.0,88.0,94.0,12.0,73.0,94.0,57.0,77.0,1082.7,1079.2,44.6,Linked to a trust/single academy trust,"City Academy, Hackney, The",Academy Sponsor Led,Hackney,London,141.0,80.0,61.0,11.9,97.2,31.0,146.16,160.08,102.05,52.668000000000006,49.9422,2.4,76.64999999999999,29.14,168.78,29.92,105.84,31.0,160.08,27.880000000000003,101.52000000000001,29.14,188146.19999999998,113683.5,74464.8,37777.399999999994,116694.0,32593.4,4645.8,105.0,7760.400000000001,Academies
SCH,204.0,137442.0,Clapton Girls' Academy,E5 0RB,166.0,27.2,31.0,87.0,44.0,95.0,57.0,71.0,89.0,84.0,74.0,93.0,95.0,60.0,90.0,93.0,75.0,23.0,84.0,98.0,92.0,45.0,86.0,80.0,1056.1,1070.7,1060.8,1036.6,65.0,68.0,59.0,83.0,4.0,47.0,40.0,47.0,66.0,0.0,43.0,84.0,38.0,54.0,1052.7,1060.9,42.4,Linked to a trust/single academy trust,Clapton Girls' Academy Trust,Academy Converter,Hackney,London,124.0,65.0,59.0,7.13,73.08,43.12,132.8,142.76,41.4,16.967000000000002,25.3044,0.0,20.21,33.6,147.74,22.94,80.91000000000001,41.800000000000004,139.44,18.599999999999998,78.3,40.92,175312.59999999998,100006.5,75323.90000000001,33191.700000000004,92289.59999999999,45610.399999999994,4515.2,95.0,7038.4,Academies
SCH,204.0,139595.0,Hackney New School,N1 5AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Hackney New School Limited,Free Schools,Hackney,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,204.0,138265.0,Hackney University Technical College,N1 6HQ,73.0,26.8,13.0,43.0,12.0,47.0,64.0,26.0,64.0,49.0,69.0,58.0,75.0,38.0,47.0,67.0,29.0,0.0,26.0,75.0,28.0,12.0,55.0,45.0,917.6,990.7,896.1,915.3,10.0,21.0,11.0,42.0,2.0,18.0,6.0,38.0,38.0,0.0,12.0,33.0,11.0,15.0,896.7,958.3,27.9,Linked to a trust/single academy trust,Hackney UTC,University Technical College,Hackney,London,21.0,10.0,11.0,0.0,11.18,9.0,32.85,40.150000000000006,3.36,1.9646,1.482,0.0,2.16,1.98,46.72,8.97,24.939999999999998,9.0,35.769999999999996,4.94,20.21,8.040000000000001,66984.8,42144.9,24915.8,12879.1,38532.3,10983.599999999999,1956.4,47.0,2036.6999999999998,Free Schools
SCH,204.0,100277.0,Haggerston School,E2 8LS,100.0,25.2,27.0,43.0,7.0,58.0,58.0,42.0,59.0,70.0,41.0,81.0,100.0,59.0,74.0,71.0,46.0,11.0,65.0,100.0,20.0,14.0,59.0,55.0,1033.5,1038.3,1032.9,1018.8,28.0,48.0,18.0,43.0,1.0,10.0,4.0,16.0,26.0,4.0,16.0,43.0,10.0,19.0,1020.8,1058.4,39.1,Not applicable,,Community School,Hackney,London,46.0,28.0,18.0,2.97,27.95,7.0,55.00000000000001,59.0,2.8000000000000003,0.9279999999999999,2.0748,0.04,1.6,1.72,59.0,11.07,34.830000000000005,7.0,70.0,15.93,31.82,4.97,103350.0,59206.399999999994,44452.8,28034.1,44414.700000000004,7131.599999999999,2520.0,58.0,3910.0,LA maintained schools
SCH,204.0,138143.0,Lubavitch House School (Senior Girls),N16 5RP,19.0,27.4,2.0,11.0,5.0,0.0,0.0,19.0,83.0,89.0,,82.0,,,100.0,,68.0,,64.0,,0.0,0.0,79.0,89.0,1027.4,,1027.6,,,,13.0,68.0,,0.0,,,0.0,,0.0,,,0.0,,1027.4,46.4,Not applicable,,Voluntary Aided School,Hackney,London,,,13.0,,7.04,,16.91,15.010000000000002,0.0,,0.0,,0.0,,15.770000000000001,,9.020000000000001,,16.91,,11.0,,19520.600000000002,,19520.600000000002,,11303.599999999999,,520.6,0.0,881.6,LA maintained schools
SCH,204.0,134693.0,Mossbourne Community Academy,E5 8JY,202.0,27.2,35.0,109.0,56.0,97.0,48.0,105.0,96.0,95.0,94.0,98.0,95.0,83.0,97.0,98.0,87.0,43.0,96.0,98.0,176.0,61.0,92.0,91.0,1067.9,1071.6,1077.5,1046.9,79.0,81.0,97.0,92.0,15.0,104.0,56.0,81.0,92.0,11.0,60.0,96.0,55.0,68.0,1059.0,1076.0,44.4,Linked to a multi-academy trust,"Mossbourne Federation, The",Academy Sponsor Led,Hackney,London,176.0,79.0,97.0,15.049999999999999,104.64,54.879999999999995,183.82,185.84,107.36,43.21350000000001,65.68800000000002,1.65,62.4,53.76,193.92,32.9,106.82,53.2,191.9,29.050000000000004,105.73,54.879999999999995,215715.80000000002,102723.0,112980.0,37506.0,117447.5,58626.40000000001,5494.4,97.0,8968.8,Academies
SCH,204.0,140210.0,Mossbourne Victoria Park Academy,E9 7HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,"Mossbourne Federation, The",Academy Sponsor Led,Hackney,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,204.0,100282.0,Our Lady's Convent Roman Catholic High School,N16 5AF,116.0,26.7,21.0,71.0,18.0,48.0,41.0,68.0,83.0,64.0,71.0,82.0,100.0,10.0,73.0,89.0,56.0,0.0,62.0,100.0,62.0,35.0,71.0,66.0,1027.8,1008.7,1030.7,1038.7,24.0,50.0,41.0,60.0,1.0,43.0,16.0,40.0,63.0,0.0,35.0,89.0,27.0,41.0,1018.7,1034.9,40.3,Not applicable,,Voluntary Aided School,Hackney,London,65.0,24.0,41.0,0.0,44.02,18.0,76.56,82.36,21.700000000000003,5.184000000000001,17.564400000000003,0.0,15.05,14.24,96.28,14.91,58.220000000000006,18.0,74.24,2.1,51.83,16.02,119224.79999999999,48897.600000000006,70373.20000000001,21182.7,73179.7,18696.600000000002,3097.2,48.0,4674.799999999999,LA maintained schools
SCH,204.0,131062.0,The Petchey Academy,E8 2EY,171.0,26.7,39.0,89.0,32.0,121.0,71.0,50.0,73.0,76.0,74.0,70.0,78.0,69.0,75.0,81.0,55.0,31.0,57.0,78.0,40.0,19.0,64.0,70.0,1035.8,1067.8,1030.9,1010.4,65.0,54.0,29.0,58.0,1.0,15.0,20.0,20.0,32.0,0.0,13.0,56.0,17.0,26.0,1035.1,1037.5,40.0,Linked to a trust/single academy trust,Petchey Academy,Academy Sponsor Led,Hackney,London,94.0,65.0,29.0,12.09,50.730000000000004,24.96,119.70000000000002,109.44,7.6,4.114000000000001,4.16,0.0,1.9500000000000002,11.200000000000001,124.83,28.86,62.300000000000004,24.96,129.96,26.910000000000004,66.75,25.92,177121.8,125247.09999999999,51875.0,41644.2,91750.1,32332.8,4565.7,121.0,6840.0,Academies
SCH,204.0,136137.0,Skinners' Academy,N4 1SY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,"Skinners' Academy, The",Academy Sponsor Led,Hackney,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,204.0,100279.0,Stoke Newington School and Sixth Form,N16 9EX,239.0,27.3,42.0,118.0,69.0,93.0,39.0,146.0,70.0,75.0,57.0,64.0,88.0,50.0,73.0,91.0,55.0,10.0,52.0,91.0,97.0,29.0,60.0,74.0,1030.8,1052.5,1031.1,1017.2,33.0,35.0,98.0,67.0,5.0,42.0,46.0,27.0,49.0,2.0,21.0,62.0,15.0,38.0,1021.6,1036.8,41.3,Not applicable,,Community School,Hackney,London,131.0,33.0,98.0,4.2,61.36,62.79,176.85999999999999,143.4,28.13,3.7665,27.1852,0.1,8.82,28.52,167.3,23.94,75.52,60.72,179.25,21.0,86.14,62.79,246361.19999999998,95008.8,151372.8,44205.0,121669.79999999999,70186.8,6524.7,93.0,9870.699999999999,LA maintained schools
SCH,204.0,100284.0,The Urswick School - A Church of England Secondary School,E9 6NR,126.0,24.0,45.0,59.0,5.0,82.0,65.0,44.0,76.0,58.0,62.0,86.0,,49.0,66.0,,38.0,11.0,54.0,,79.0,27.0,61.0,42.0,1059.7,1072.3,1055.1,,30.0,37.0,18.0,41.0,17.0,52.0,,60.0,68.0,9.0,37.0,,24.0,32.0,1045.9,1086.6,38.6,Not applicable,,Voluntary Aided School,Hackney,London,48.0,30.0,18.0,4.95,31.860000000000003,,52.919999999999995,76.86,21.330000000000002,11.807999999999998,9.5744,1.53,19.24,,95.76,27.9,50.74,,73.08,22.05,38.940000000000005,,133522.2,85763.8,47810.399999999994,48253.5,62250.899999999994,,3024.0,82.0,4863.6,LA maintained schools
SCH,204.0,133599.0,Yesodey Hatorah Senior Girls School,N16 6UB,56.0,26.9,7.0,28.0,10.0,1.0,2.0,55.0,68.0,89.0,43.0,64.0,100.0,71.0,93.0,100.0,63.0,14.0,64.0,100.0,47.0,50.0,66.0,89.0,1056.7,1067.0,1053.7,1057.8,,,,,3.0,27.0,10.0,,,0.0,46.0,100.0,,,,,42.0,Not applicable,,Voluntary Aided School,Hackney,London,,,,0.9800000000000001,17.92,10.0,49.84,36.96,23.5,,,0.0,12.42,10.0,38.080000000000005,3.01,17.92,10.0,49.84,4.97,26.040000000000003,10.0,59175.200000000004,,,7469.0,29503.600000000002,10578.0,1506.3999999999999,1.0,2352.0,LA maintained schools
LA,204.0,,,,1819.0,26.3,398.0,950.0,353.0,984.0,54.1,835.0,76.4,75.1,61.1,79.5,90.4,53.4,78.8,90.7,58.8,16.6,65.9,94.1,908.0,34.0,68.9,70.2,,,,,510.0,51.8,559.0,66.9,73.0,517.0,282.0,42.6,58.6,3.5,33.8,74.5,27.3,41.8,,,40.1,,,,Hackney,London,1069.0,510.0,559.0,66.068,626.0500000000001,332.173,1276.938,1253.2910000000002,308.72,114.43723200000001,204.53158000000002,2.555,174.74599999999998,210.09,1389.7160000000001,243.178,755.25,319.112,1366.069,212.532,748.6,320.171,,,,,,,47839.700000000004,984.0,72941.90000000001,
SCH,205.0,131752.0,Burlington Danes Academy,W12 0HR,154.0,27.2,21.0,96.0,34.0,97.0,63.0,57.0,87.0,92.0,86.0,86.0,88.0,71.0,96.0,91.0,79.0,43.0,81.0,97.0,115.0,45.0,82.0,91.0,1052.5,1082.9,1054.0,1029.3,73.0,75.0,49.0,86.0,8.0,72.0,33.0,74.0,75.0,10.0,42.0,76.0,42.0,51.0,1056.0,1046.0,42.8,Linked to a multi-academy trust,ARK Schools,Academy Sponsor Led,Hammersmith and Fulham,London,122.0,73.0,49.0,9.03,77.76,32.98,140.14000000000001,126.28000000000002,51.75,30.1476,21.802500000000002,0.8,30.24,25.080000000000002,133.98,18.06,82.56,29.92,141.68,14.91,92.16,30.94,162085.0,102432.0,59622.0,22740.9,101184.0,34996.2,4188.8,97.0,6591.2,Academies
SCH,205.0,141135.0,Fulham Boys School,W14 9LY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,Fulham Boys School Limited,Free Schools,Hammersmith and Fulham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,205.0,139364.0,Fulham College Boys' School,SW6 6SN,82.0,26.2,17.0,34.0,10.0,49.0,60.0,33.0,65.0,58.0,65.0,59.0,80.0,29.0,53.0,90.0,41.0,0.0,41.0,80.0,14.0,13.0,54.0,52.0,974.6,978.7,968.1,989.8,19.0,39.0,15.0,45.0,0.0,5.0,3.0,16.0,18.0,0.0,9.0,30.0,14.0,12.0,956.1,1009.9,38.9,Linked to a multi-academy trust,"Fulham College Academy Trust, The",Academy Converter,Hammersmith and Fulham,London,34.0,19.0,15.0,0.0,13.940000000000001,8.0,42.64,44.28,1.82,1.0976000000000001,0.7127999999999999,0.0,0.44999999999999996,0.8999999999999999,53.300000000000004,11.05,20.06,8.0,47.559999999999995,4.93,18.02,9.0,79917.2,46848.9,33326.7,16637.9,32915.4,9898.0,2148.4,49.0,3189.7999999999997,Academies
SCH,205.0,139365.0,Fulham Cross Girls' School and Language College,SW6 6BP,120.0,27.1,16.0,74.0,21.0,81.0,68.0,39.0,83.0,68.0,69.0,82.0,90.0,31.0,66.0,90.0,65.0,19.0,65.0,95.0,61.0,33.0,86.0,70.0,1037.6,1070.7,1031.8,1032.9,47.0,58.0,31.0,79.0,2.0,35.0,20.0,46.0,62.0,0.0,27.0,86.0,30.0,41.0,1037.3,1038.4,42.2,Linked to a multi-academy trust,"Fulham College Academy Trust, The",Academy Converter,Hammersmith and Fulham,London,78.0,47.0,31.0,3.04,48.1,19.950000000000003,84.00000000000001,103.2,20.130000000000003,11.178,9.9138,0.0,9.450000000000001,17.2,99.60000000000001,11.040000000000001,60.68000000000001,18.900000000000002,81.60000000000001,4.96,48.84,18.900000000000002,124511.99999999999,84021.3,40497.600000000006,17131.2,76353.2,21690.9,3252.0,81.0,5064.0,Academies
SCH,205.0,136172.0,Hammersmith Academy,W12 9JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,Hammersmith Academy Trust,Academy Sponsor Led,Hammersmith and Fulham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,205.0,100361.0,Hurlingham and Chelsea Secondary School,SW6 3ED,115.0,26.2,24.0,53.0,18.0,64.0,56.0,51.0,58.0,65.0,38.0,53.0,89.0,50.0,58.0,89.0,42.0,4.0,38.0,83.0,87.0,19.0,51.0,59.0,1005.6,1026.1,995.2,1008.8,21.0,33.0,27.0,53.0,16.0,38.0,17.0,75.0,76.0,0.0,11.0,56.0,14.0,25.0,990.5,1029.2,34.6,Not applicable,,Community School,Hammersmith and Fulham,London,48.0,21.0,27.0,0.96,20.14,14.940000000000001,67.85,58.65,16.53,6.720000000000001,9.69,0.0,4.18,9.520000000000001,66.69999999999999,9.120000000000001,28.09,16.02,74.75,12.0,30.74,16.02,115644.0,63392.0,52489.200000000004,24626.399999999998,52745.600000000006,18158.399999999998,3013.0,64.0,3979.0,LA maintained schools
SCH,205.0,138607.0,Lady Margaret School,SW6 4UN,88.0,29.3,6.0,35.0,38.0,23.0,26.0,65.0,77.0,79.0,0.0,66.0,95.0,0.0,71.0,95.0,75.0,0.0,54.0,100.0,46.0,40.0,81.0,82.0,1010.6,,1012.5,1011.6,15.0,65.0,51.0,78.0,0.0,14.0,25.0,43.0,55.0,0.0,17.0,61.0,17.0,48.0,1003.5,1013.5,43.9,Linked to a trust/single academy trust,Lady Margaret School,Academy Converter,Hammersmith and Fulham,London,66.0,15.0,51.0,0.0,18.900000000000002,38.0,72.16000000000001,71.28,18.400000000000002,1.6813000000000002,17.16,0.0,2.3800000000000003,15.25,67.76,0.0,23.1,36.1,69.52000000000001,0.0,24.849999999999998,36.1,88932.8,23080.5,65877.5,,35437.5,38440.8,2578.4,23.0,3863.2,Academies
SCH,205.0,137157.0,The London Oratory School,SW6 1RX,172.0,30.4,5.0,50.0,112.0,19.0,11.0,153.0,90.0,90.0,,80.0,95.0,,86.0,93.0,86.0,,70.0,97.0,141.0,67.0,90.0,93.0,1031.0,,1036.6,1030.1,10.0,53.0,138.0,90.0,,37.0,100.0,68.0,84.0,,44.0,80.0,37.0,71.0,1003.6,1034.6,47.4,Linked to a trust/single academy trust,"London Oratory School, The",Academy Converter,Hammersmith and Fulham,London,148.0,10.0,138.0,,35.0,108.64,159.96,154.8,94.47,4.7804,91.24919999999999,,16.28,80.0,154.8,,40.0,106.4,154.8,,43.0,104.16000000000001,177332.0,19068.4,158293.8,,51829.99999999999,115371.19999999998,5228.8,19.0,8152.8,Academies
SCH,205.0,100359.0,Phoenix High School,W12 0RQ,162.0,26.5,39.0,77.0,35.0,115.0,71.0,47.0,75.0,57.0,62.0,77.0,83.0,38.0,65.0,63.0,49.0,3.0,57.0,89.0,50.0,14.0,62.0,57.0,998.4,1010.3,1002.6,976.0,52.0,45.0,27.0,57.0,2.0,27.0,19.0,30.0,32.0,0.0,9.0,43.0,15.0,13.0,993.8,1010.4,37.1,-,,Foundation School,Hammersmith and Fulham,London,79.0,52.0,27.0,1.17,43.89000000000001,31.150000000000002,92.34,100.44,7.000000000000001,5.175,1.9552000000000003,0.0,2.4299999999999997,8.17,121.5,24.18,59.29,29.050000000000004,92.34,14.82,50.050000000000004,22.05,161740.8,114287.0,47488.799999999996,39401.7,77200.2,34160.0,4293.0,115.0,6010.2,LA maintained schools
SCH,205.0,137935.0,Sacred Heart High School,W6 7DG,157.0,30.6,0.0,51.0,105.0,10.0,6.0,147.0,90.0,96.0,,78.0,96.0,,92.0,97.0,92.0,,78.0,99.0,106.0,61.0,95.0,96.0,1036.8,,1035.9,1037.3,9.0,90.0,136.0,93.0,,26.0,80.0,50.0,69.0,,39.0,72.0,40.0,63.0,1030.6,1037.3,48.2,Linked to a trust/single academy trust,Sacred Heart High School Hammersmith,Academy Converter,Hammersmith and Fulham,London,145.0,9.0,136.0,,39.78,103.95,150.72,149.15,64.66,2.0,63.90090000000001,,10.14,57.599999999999994,141.3,,39.78,100.8,150.72,,46.92,101.85,162777.6,10306.0,152483.1,,52830.9,108916.5,4804.2,10.0,7567.400000000001,Academies
SCH,205.0,136750.0,West London Free School,W6 0LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,"West London Free School Academy Trust, The",Free Schools,Hammersmith and Fulham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
